timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,20.24391676838907,122.58923286311716,72.22047323592882,142.2811188049527
10,2.186181555192898,12.423041632247923,45.076042326232816,46.75662044238118
20,2.017797473351111,8.9346888371683,44.022367141421306,44.919900638259556
30,1.8869690108384958,10.902830853700138,42.04874897323462,43.43925656406306
40,1.811696150105194,6.577402653466117,42.05275168689167,42.56402412960027
50,1.7309103671179218,8.254425239377806,40.77713613148236,41.60421093012006
60,1.648042737954924,8.678311126213964,39.657655678967636,40.59609264393464
70,1.6094200371105145,7.453727105514249,39.41905617017025,40.11757765756196
80,1.556532490919291,6.83097513570804,38.857049162470254,39.452914859605634
90,1.5197808733992697,6.103250384497141,38.50365188061264,38.98436703858702
100,1.5347573022110252,6.337647445836737,38.65994732359713,39.17597863756597
110,1.4946419816424052,4.149269892367645,38.43729362224527,38.66059986138866
120,1.4666980815863768,7.939358371237353,37.46551307855585,38.29749445572617
130,1.4715198873934172,2.6807785403909272,38.26660833952751,38.360394776297824
140,1.4322477990911202,5.059855266102006,37.505275146000734,37.84504986244727
150,1.4165325059541267,5.19697182551749,37.276319423984226,37.636850372396026
160,1.4020833327112765,5.181848257429419,37.08411764284345,37.44440322279521
170,1.4040291426181493,5.8551552054796066,37.01008376291378,37.47037686784254
180,1.3917475466131923,8.000615615737285,36.43813519353609,37.30613282843978
190,1.3681906045412409,4.706614042481721,36.68839583296543,36.989060606363616
200,1.373468404621831,7.523122593987512,36.28871768274082,37.06033465339771
210,1.3759320942222648,6.444523270652394,36.52944311149958,37.09355866214867
220,1.3412524438535658,4.118959635565882,36.390749035629156,36.62311351938234
230,1.3260330948498584,6.673366730456617,35.79803446183454,36.41473733050753
240,1.3464473826496697,7.63605378512487,35.89064035706733,36.693969295371545
250,1.3238565658250478,5.578234430529943,35.954691856044306,36.384839780120615
260,1.3275719633798329,5.835685933119638,35.96549364418376,36.435860952910566
270,1.3389366439710657,5.312573173752356,36.20377342549521,36.59148321633144
280,1.324236916780779,6.139089918135534,35.86848884129112,36.39006618269303
290,1.3117387329016579,3.9958163485937295,35.99683575829921,36.21793385743668
300,1.2999024306240399,4.797920913765421,35.73349109070219,36.05415968545155
