timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,85.82250001149572,102.25639793466253,3.738192454973639,102.32470376894564
10,3.5374862671901965,15.442620940358516,13.89599881583201,20.774342940204004
20,2.603824561821373,13.264305749081968,11.904822112785997,17.82320387983618
30,1.654075920286846,8.395743292760745,11.45900330906044,14.205536324792359
40,1.2761434593860501,5.235913279912207,11.325842757620162,12.477559939551407
50,1.1995351680109685,4.647608577555307,11.168841703917758,12.097243094909606
60,1.1276756012037348,4.236735581289988,10.937389769094226,11.729297649341824
70,1.1016150659995003,4.226301195078041,10.795157074374645,11.592973650101126
80,1.0566545097366424,4.5346784410919865,10.409060554332743,11.353935449344
90,1.0082392271049148,4.284339755852294,10.229839615713589,11.090770293663088
100,1.0221940518859878,5.0290959430060225,9.970750640053682,11.167259033894151
110,0.9644321983864801,4.137530459422788,10.027041931721401,10.847152999895897
120,0.9414376303642721,3.943336204706599,9.965214020837253,10.717060739980958
130,0.9467354994032067,4.233938090027102,9.878031138694029,10.747173159821665
140,0.8940373981811042,3.378442064029226,9.88224123355085,10.443781047977533
150,0.8676368446224991,3.1166870159041538,9.804996536911135,10.288425294667055
160,0.8701047586116468,3.3289553682657878,9.750427514048567,10.303047148810924
170,0.865454388903959,3.373638434658551,9.705874466449563,10.275477382889955
180,0.847588548828646,2.958154824144573,9.729086441875465,10.16886438876509
190,0.854677492236634,3.3649422244897775,9.640944864416307,10.211300311560196
200,0.835094043922974,2.905711887481646,9.66634945496751,10.093635289557614
210,0.8356081226964486,3.011514517480424,9.637166143632234,10.096741601574575
220,0.823997775674942,2.7163617150711916,9.651378537040106,10.026351710983558
230,0.8385981243218402,3.214445255992148,9.590428189788716,10.114789724322721
240,0.8158307075162209,2.6322190055765127,9.62303327561849,9.976539796792219
250,0.8181947294494671,2.7516366025558536,9.604595410547489,9.990983785035134
260,0.8136726950346107,2.6431061847414763,9.606355109530558,9.963336228102637
270,0.8136876559085117,2.7914223840971553,9.564405632050523,9.963427824842132
280,0.8073644293158329,2.6185272248008533,9.572971093109409,9.924639055226724
290,0.7846882368064245,1.988876925753311,9.5799965273788,9.784271300939269
300,0.7999541098310597,2.743939792970088,9.490268479444854,9.878987873228173
