Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,SEED,LEARNING_RATE,BATCH_SIZE,MDP_MODULE_DISCOUNT
5,:,1612293730.487,3.433,0,631,0,0,4173556719,1,1,0.8
4,:,1612293730.482,3.454,0,631,0,0,384799037,0.25,1,0.9
10,:,1612293730.509,3.519,0,632,0,0,90715284,1,1,0.95
16,:,1612293730.532,3.503,0,632,0,0,3390822559,1,1,0.8
17,:,1612293730.537,3.509,0,632,0,0,4047805392,0.25,1,0.9
1,:,1612293730.47,3.598,0,631,0,0,1111384852,0.5,5,0.95
3,:,1612293730.477,3.605,0,631,0,0,991818103,2,5,0.95
19,:,1612293730.547,3.548,0,632,0,0,1395720285,1,1,0.95
15,:,1612293730.529,3.603,0,632,0,0,3602412539,0.5,1,0.8
18,:,1612293730.542,3.599,0,632,0,0,3390822559,0.5,1,0.95
25,:,1612293730.573,3.581,0,632,0,0,1501843923,1,1,0.8
9,:,1612293730.504,3.66,0,631,0,0,2390141961,0.25,5,0.8
14,:,1612293730.526,3.652,0,632,0,0,2289609983,0.25,5,0.9
23,:,1612293730.564,3.634,0,632,0,0,3390822559,0.5,5,0.8
27,:,1612293730.582,3.624,0,632,0,0,107577988,0.25,1,0.95
22,:,1612293730.56,3.667,0,632,0,0,384799037,0.25,5,0.95
13,:,1612293730.523,3.717,0,632,0,0,4017802264,1,1,0.95
26,:,1612293730.578,3.669,0,632,0,0,240309497,1,5,0.95
30,:,1612293730.597,3.658,0,632,0,0,2034693659,1,1,0.9
29,:,1612293730.592,3.671,0,632,0,0,2034693659,0.5,5,0.9
31,:,1612293730.602,3.67,0,632,0,0,107577988,1,1,0.95
32,:,1612293730.649,3.659,0,632,0,0,4047805392,1,1,0.8
6,:,1612293730.491,3.861,0,631,0,0,733348321,1,25,0.9
7,:,1612293730.495,3.865,0,631,0,0,240309497,2,25,0.8
2,:,1612293730.473,3.909,0,631,0,0,1395720285,0.5,25,0.95
12,:,1612293730.518,3.904,0,632,0,0,4017802264,1,25,0.95
8,:,1612293730.499,3.984,0,631,0,0,2289609983,2,25,0.9
20,:,1612293730.551,3.939,0,632,0,0,4047805392,0.5,25,0.8
21,:,1612293730.556,3.941,0,632,0,0,2390141961,2,25,0.95
28,:,1612293730.587,3.919,0,632,0,0,3390822559,0.5,25,0.8
11,:,1612293730.513,4.022,0,632,0,0,3602412539,0.125,1,0.95
24,:,1612293730.569,4.061,0,632,0,0,3602412539,0.5,25,0.9
35,:,1612293734.035,3.495,0,632,0,0,384799037,0.5,1,0.9
33,:,1612293733.936,3.616,0,632,0,0,90715284,2,5,0.95
38,:,1612293734.082,3.493,0,632,0,0,991818103,0.5,1,0.95
43,:,1612293734.164,3.424,0,632,0,0,733348321,2,1,0.95
46,:,1612293734.205,3.46,0,632,0,0,3390822559,0.25,1,0.9
48,:,1612293734.24,3.562,0,632,0,0,3602412539,0.5,5,0.95
41,:,1612293734.141,3.698,0,632,0,0,2182315642,2,5,0.95
34,:,1612293733.971,3.893,0,632,0,0,1395720285,1,25,0.8
56,:,1612293734.383,3.492,0,632,0,0,3602412539,0.5,1,0.95
52,:,1612293734.272,3.638,0,632,0,0,2034693659,0.25,5,0.9
49,:,1612293734.248,3.755,0,632,0,0,2182315642,1,1,0.9
57,:,1612293734.422,3.593,0,632,0,0,2034693659,0.125,1,0.8
61,:,1612293734.506,3.532,0,632,0,0,3543305936,0.125,1,0.8
59,:,1612293734.49,3.572,0,632,0,0,3390822559,0.25,1,0.95
42,:,1612293734.153,3.929,0,632,0,0,3390822559,0.5,25,0.9
36,:,1612293734.047,4.045,0,632,0,0,240309497,0.25,25,0.9
37,:,1612293734.067,4.065,0,632,0,0,4173556719,1,25,0.9
39,:,1612293734.094,4.046,0,632,0,0,1395720285,2,25,0.8
44,:,1612293734.178,3.972,0,632,0,0,3543305936,0.5,25,0.9
40,:,1612293734.105,4.059,0,632,0,0,107577988,2,25,0.9
47,:,1612293734.228,3.946,0,632,0,0,2182315642,1,25,0.95
54,:,1612293734.352,3.832,0,632,0,0,991818103,1,5,0.8
50,:,1612293734.255,3.953,0,632,0,0,1953635580,1,25,0.9
45,:,1612293734.197,4.046,0,632,0,0,4017802264,0.25,25,0.9
62,:,1612293734.534,3.719,0,632,0,0,2390141961,1,1,0.9
51,:,1612293734.263,4.002,0,632,0,0,3543305936,0.5,25,0.8
53,:,1612293734.307,3.967,0,632,0,0,384799037,0.25,5,0.9
55,:,1612293734.36,3.929,0,632,0,0,1395720285,0.125,25,0.9
58,:,1612293734.438,3.885,0,632,0,0,733348321,0.5,25,0.8
64,:,1612293734.643,3.703,0,632,0,0,4017802264,2,1,0.95
60,:,1612293734.498,3.952,0,632,0,0,991818103,0.5,25,0.9
63,:,1612293734.582,4.263,0,632,0,0,1953635580,0.125,5,0.9
66,:,1612293737.576,3.612,0,632,0,0,4017802264,0.25,5,0.9
69,:,1612293737.69,3.569,0,632,0,0,4173556719,0.25,5,0.95
71,:,1612293737.864,3.472,0,632,0,0,4017802264,0.25,1,0.95
68,:,1612293737.609,3.864,0,632,0,0,1395720285,0.25,25,0.95
70,:,1612293737.839,3.647,0,632,0,0,107577988,1,5,0.95
65,:,1612293737.553,3.96,0,632,0,0,4173556719,2,25,0.95
67,:,1612293737.588,3.961,0,632,0,0,240309497,1,25,0.95
72,:,1612293737.875,3.686,0,632,0,0,384799037,0.5,1,0.8
78,:,1612293738.083,3.529,0,632,0,0,4173556719,0.125,1,0.8
74,:,1612293737.96,3.675,0,632,0,0,991818103,0.25,5,0.9
80,:,1612293738.131,3.563,0,632,0,0,90715284,0.5,1,0.8
76,:,1612293738.038,3.671,0,632,0,0,4173556719,0.25,5,0.9
82,:,1612293738.15,3.585,0,632,0,0,90715284,2,1,0.95
73,:,1612293737.909,3.848,0,632,0,0,107577988,0.5,25,0.9
83,:,1612293738.164,3.605,0,632,0,0,2390141961,0.125,5,0.95
91,:,1612293738.289,3.499,0,632,0,0,3543305936,1,1,0.9
84,:,1612293738.173,3.623,0,632,0,0,3602412539,0.5,5,0.8
90,:,1612293738.273,3.609,0,632,0,0,2182315642,0.125,1,0.95
89,:,1612293738.265,3.677,0,632,0,0,3390822559,1,5,0.95
77,:,1612293738.063,3.916,0,632,0,0,90715284,1,25,0.9
79,:,1612293738.091,3.912,0,632,0,0,3543305936,0.125,25,0.95
