Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,SEED,LEARNING_RATE,BATCH_SIZE,MDP_MODULE_DISCOUNT
200,:,1612293636.57,3.641,0,223,0,0,4047805392,0.25,5,0.9
201,:,1612293636.603,3.664,0,223,0,0,107577988,0.25,5,0.95
202,:,1612293636.615,3.667,0,223,0,0,733348321,0.5,5,0.95
196,:,1612293636.488,3.93,0,223,0,0,2289609983,0.5,25,0.9
205,:,1612293636.812,3.615,0,223,0,0,3543305936,0.5,1,0.9
199,:,1612293636.542,3.898,0,223,0,0,991818103,2,25,0.9
207,:,1612293636.896,3.559,0,223,0,0,1953635580,1,1,0.8
204,:,1612293636.698,3.883,0,223,0,0,2390141961,0.5,25,0.8
206,:,1612293636.821,3.918,0,223,0,0,240309497,0.25,5,0.8
211,:,1612293637.087,3.68,0,223,0,0,2034693659,2,5,0.9
210,:,1612293636.951,3.898,0,223,0,0,240309497,2,25,0.9
208,:,1612293636.911,3.953,0,223,0,0,4173556719,0.125,25,0.8
214,:,1612293637.213,3.662,0,223,0,0,1395720285,0.125,5,0.8
209,:,1612293636.92,4.096,0,223,0,0,90715284,2,25,0.9
212,:,1612293637.106,3.963,0,223,0,0,2182315642,2,25,0.95
213,:,1612293637.158,3.953,0,223,0,0,1953635580,1,25,0.9
220,:,1612293637.553,3.635,0,223,0,0,240309497,0.5,1,0.8
216,:,1612293637.347,3.868,0,223,0,0,1953635580,0.125,25,0.9
217,:,1612293637.357,3.866,0,223,0,0,1501843923,1,25,0.9
223,:,1612293637.622,3.661,0,223,0,0,3602412539,2,5,0.9
215,:,1612293637.335,3.987,0,223,0,0,3543305936,0.5,25,0.8
221,:,1612293637.578,3.803,0,223,0,0,1395720285,2,25,0.95
218,:,1612293637.395,4.046,0,223,0,0,3543305936,0.125,25,0.95
222,:,1612293637.591,3.875,0,223,0,0,240309497,0.25,25,0.95
219,:,1612293637.45,4.2,0,223,0,0,4017802264,0.5,25,0.9
224,:,1612293639.52,3.877,0,223,0,0,2289609983,2,25,0.9
231,:,1612293640.268,3.448,0,223,0,0,1395720285,0.5,1,0.95
225,:,1612293639.838,3.937,0,223,0,0,3602412539,1,25,0.95
228,:,1612293640.125,3.773,0,223,0,0,4017802264,0.25,25,0.95
234,:,1612293640.427,3.487,0,223,0,0,3543305936,0.25,1,0.8
227,:,1612293640.118,3.813,0,223,0,0,733348321,0.125,25,0.95
237,:,1612293640.482,3.556,0,223,0,0,3543305936,0.25,1,0.9
233,:,1612293640.366,3.7,0,223,0,0,1395720285,0.25,5,0.9
230,:,1612293640.21,3.907,0,223,0,0,4047805392,2,25,0.8
229,:,1612293640.162,3.983,0,223,0,0,2034693659,1,25,0.9
232,:,1612293640.283,3.871,0,223,0,0,2182315642,1,25,0.8
238,:,1612293640.612,3.651,0,223,0,0,240309497,2,1,0.9
235,:,1612293640.44,3.845,0,223,0,0,3543305936,0.25,25,0.95
236,:,1612293640.454,3.872,0,223,0,0,733348321,0.25,25,0.9
240,:,1612293640.778,3.575,0,223,0,0,384799037,0.25,5,0.8
242,:,1612293640.875,3.546,0,223,0,0,2182315642,2,5,0.95
