Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,SEED,LEARNING_RATE,BATCH_SIZE,MDP_MODULE_DISCOUNT
4,:,1612283045.804,4.065,0,636,0,0,3543305936,0.0625,1,0.95
5,:,1612283045.809,4.069,0,636,0,0,1395720285,0.25,1,0.95
9,:,1612283045.828,4.059,0,636,0,0,733348321,0.25,1,0.8
13,:,1612283045.843,4.052,0,637,0,0,991818103,0.5,1,0.95
10,:,1612283045.833,4.07,0,637,0,0,2034693659,2,1,0.8
14,:,1612283045.846,4.064,0,637,0,0,240309497,2,1,0.9
15,:,1612283045.85,4.067,0,637,0,0,733348321,0.0625,1,0.95
6,:,1612283045.814,4.174,0,636,0,0,3602412539,0.125,5,0.8
3,:,1612283045.8,4.197,0,636,0,0,2034693659,0.5,5,0.95
25,:,1612283045.898,4.114,0,637,0,0,2390141961,0.125,1,0.95
29,:,1612283045.943,4.085,0,637,0,0,4173556719,0.5,1,0.9
17,:,1612283045.86,4.193,0,637,0,0,2289609983,2,5,0.8
12,:,1612283045.84,4.241,0,637,0,0,733348321,0.0625,5,0.9
11,:,1612283045.837,4.277,0,637,0,0,2289609983,2,1,0.9
27,:,1612283045.907,4.214,0,637,0,0,240309497,0.5,5,0.95
23,:,1612283045.889,4.253,0,637,0,0,733348321,0.5,5,0.95
24,:,1612283045.894,4.257,0,637,0,0,4047805392,0.0625,5,0.8
26,:,1612283045.903,4.257,0,637,0,0,107577988,2,5,0.95
28,:,1612283045.937,4.24,0,637,0,0,1501843923,0.0625,1,0.8
30,:,1612283045.954,4.25,0,637,0,0,2034693659,0.25,5,0.8
32,:,1612283046.009,4.218,0,637,0,0,384799037,1,1,0.8
1,:,1612283045.79,4.467,0,636,0,0,90715284,2,25,0.8
8,:,1612283045.823,4.509,0,636,0,0,107577988,0.125,25,0.95
2,:,1612283045.795,4.546,0,636,0,0,3390822559,2,25,0.8
7,:,1612283045.818,4.529,0,636,0,0,733348321,1,25,0.8
16,:,1612283045.855,4.5,0,637,0,0,3543305936,0.5,25,0.95
19,:,1612283045.87,4.493,0,637,0,0,2289609983,0.0625,25,0.8
20,:,1612283045.874,4.5,0,637,0,0,2289609983,0.0625,25,0.9
22,:,1612283045.883,4.498,0,637,0,0,3543305936,0.0625,25,0.8
18,:,1612283045.865,4.529,0,637,0,0,1501843923,0.25,25,0.95
21,:,1612283045.879,4.523,0,637,0,0,107577988,0.25,25,0.9
31,:,1612283045.983,4.45,0,637,0,0,4173556719,0.5,25,0.95
39,:,1612283049.928,4.019,0,637,0,0,1953635580,0.0625,1,0.9
36,:,1612283049.902,4.082,0,637,0,0,384799037,1,1,0.9
34,:,1612283049.888,4.105,0,637,0,0,1111384852,0.0625,5,0.95
38,:,1612283049.917,4.095,0,637,0,0,2390141961,2,1,0.8
33,:,1612283049.879,4.216,0,637,0,0,1111384852,0.25,5,0.9
37,:,1612283049.91,4.192,0,637,0,0,4047805392,1,5,0.9
35,:,1612283049.896,4.223,0,637,0,0,4173556719,2,5,0.95
41,:,1612283050.011,4.167,0,637,0,0,3390822559,0.0625,5,0.95
40,:,1612283049.997,4.189,0,637,0,0,4017802264,0.5,5,0.95
49,:,1612283050.161,4.046,0,637,0,0,2289609983,2,1,0.95
43,:,1612283050.052,4.18,0,637,0,0,3543305936,0.5,5,0.8
52,:,1612283050.228,4.108,0,637,0,0,1395720285,0.0625,1,0.9
48,:,1612283050.151,4.25,0,637,0,0,2034693659,2,5,0.8
51,:,1612283050.204,4.204,0,637,0,0,1953635580,0.5,5,0.95
53,:,1612283050.258,4.16,0,637,0,0,1395720285,0.0625,5,0.9
56,:,1612283050.348,4.082,0,637,0,0,240309497,0.125,1,0.8
59,:,1612283050.375,4.088,0,637,0,0,2182315642,0.125,1,0.8
42,:,1612283050.027,4.539,0,637,0,0,991818103,0.0625,25,0.8
44,:,1612283050.081,4.5,0,637,0,0,1395720285,0.25,25,0.8
45,:,1612283050.114,4.476,0,637,0,0,3602412539,2,25,0.9
58,:,1612283050.363,4.236,0,637,0,0,991818103,0.25,5,0.9
61,:,1612283050.395,4.213,0,637,0,0,2390141961,1,5,0.95
50,:,1612283050.177,4.453,0,637,0,0,1395720285,1,25,0.8
64,:,1612283050.47,4.177,0,637,0,0,1953635580,2,5,0.95
47,:,1612283050.143,4.536,0,637,0,0,733348321,0.0625,25,0.9
46,:,1612283050.121,4.654,0,637,0,0,2182315642,0.25,25,0.8
54,:,1612283050.286,4.503,0,637,0,0,4173556719,0.0625,25,0.95
55,:,1612283050.34,4.473,0,637,0,0,733348321,2,25,0.9
62,:,1612283050.402,4.419,0,637,0,0,90715284,0.125,25,0.9
57,:,1612283050.355,4.476,0,637,0,0,3390822559,0.0625,25,0.8
60,:,1612283050.381,4.49,0,637,0,0,4047805392,0.25,25,0.95
63,:,1612283050.434,4.483,0,637,0,0,2034693659,0.25,25,0.8
65,:,1612283053.983,4.103,0,637,0,0,384799037,2,1,0.8
66,:,1612283053.994,4.115,0,637,0,0,1111384852,0.125,1,0.8
67,:,1612283054.011,4.147,0,637,0,0,3543305936,0.25,5,0.8
69,:,1612283054.103,4.061,0,637,0,0,1111384852,0.25,1,0.95
70,:,1612283054.119,4.071,0,637,0,0,1395720285,0.125,1,0.8
74,:,1612283054.233,4.04,0,637,0,0,4017802264,0.125,1,0.9
71,:,1612283054.146,4.166,0,637,0,0,2182315642,0.25,5,0.9
76,:,1612283054.371,4.072,0,637,0,0,240309497,0.0625,1,0.95
68,:,1612283054.038,4.463,0,637,0,0,3390822559,0.25,25,0.95
72,:,1612283054.186,4.452,0,637,0,0,3390822559,0.125,25,0.8
78,:,1612283054.417,4.23,0,637,0,0,90715284,0.25,5,0.8
80,:,1612283054.463,4.195,0,637,0,0,2034693659,0.125,5,0.9
73,:,1612283054.206,4.47,0,637,0,0,240309497,1,25,0.95
83,:,1612283054.59,4.097,0,637,0,0,240309497,1,1,0.95
84,:,1612283054.6,4.095,0,637,0,0,2182315642,2,1,0.8
86,:,1612283054.63,4.073,0,637,0,0,2182315642,1,1,0.9
88,:,1612283054.679,4.035,0,637,0,0,4173556719,0.5,1,0.95
81,:,1612283054.539,4.19,0,637,0,0,4173556719,1,5,0.8
75,:,1612283054.284,4.538,0,637,0,0,2034693659,0.25,25,0.9
82,:,1612283054.582,4.249,0,637,0,0,1111384852,0.125,5,0.9
89,:,1612283054.726,4.121,0,637,0,0,1501843923,2,1,0.95
77,:,1612283054.409,4.534,0,637,0,0,1395720285,0.0625,25,0.9
79,:,1612283054.431,4.523,0,637,0,0,4047805392,0.125,25,0.95
92,:,1612283054.82,4.141,0,637,0,0,107577988,0.25,5,0.8
95,:,1612283054.918,4.055,0,637,0,0,2182315642,0.0625,1,0.9
85,:,1612283054.609,4.47,0,637,0,0,2390141961,0.125,25,0.9
90,:,1612283054.789,4.297,0,637,0,0,733348321,2,5,0.8
87,:,1612283054.646,4.45,0,637,0,0,2289609983,0.25,25,0.95
96,:,1612283054.967,4.151,0,637,0,0,4017802264,0.0625,1,0.95
91,:,1612283054.814,4.411,0,637,0,0,4173556719,2,25,0.9
93,:,1612283054.832,4.434,0,637,0,0,384799037,1,25,0.95
