timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,88.42838287353516,29.57497787475586,9.901158332824707,31.18833351135254
2,199939.1875,1449.12548828125,315.22515869140625,1483.01416015625
4,134532521984.0,968688.9375,735866.4375,1216494.0
6,7810527950536704.0,169027952.0,239468944.0,293113984.0
8,2.154016506287594e+19,14881849344.0,3933503744.0,15392914432.0
10,6.783310517760771e+24,7681171521536.0,3951713320960.0,8638078910464.0
12,7.183560530583727e+30,6861660153184256.0,5651265354727424.0,8889272337694720.0
14,inf,inf,1.596266473207523e+19,inf
16,,,,
18,,,,
20,,,,
22,,,,
24,,,,
26,,,,
28,,,,
30,,,,
32,,,,
34,,,,
36,,,,
38,,,,
40,,,,
42,,,,
44,,,,
46,,,,
48,,,,
50,,,,
52,,,,
54,,,,
56,,,,
58,,,,
60,,,,
62,,,,
64,,,,
66,,,,
68,,,,
70,,,,
72,,,,
74,,,,
76,,,,
78,,,,
80,,,,
82,,,,
84,,,,
86,,,,
88,,,,
90,,,,
92,,,,
94,,,,
96,,,,
98,,,,
100,,,,
