timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,101.3884506225586,31.83213996887207,10.098908424377441,33.39570236206055
2,34.71864700317383,16.88467788696289,9.839349746704102,19.54239273071289
4,16.562936782836914,9.565702438354492,9.523112297058105,13.497862815856934
6,10.385461807250977,5.654629230499268,9.070019721984863,10.688314437866211
8,8.899224281311035,4.347711086273193,8.887569427490234,9.894011497497559
10,6.278470516204834,0.5008445382118225,8.295319557189941,8.310425758361816
12,6.438648700714111,3.0800037384033203,7.831903457641602,8.415766716003418
14,5.181671142578125,0.850841224193573,7.501629829406738,7.549727439880371
16,4.757501602172852,1.8431293964385986,6.995383262634277,7.234121799468994
18,4.6241607666015625,2.669426441192627,6.613616943359375,7.13202428817749
20,3.6762161254882812,0.3971506953239441,6.34670352935791,6.35911750793457
22,3.263549566268921,0.8698090314865112,5.9281086921691895,5.991580963134766
24,3.2597501277923584,2.071026086807251,5.6185503005981445,5.988092422485352
26,2.9240667819976807,1.5483999252319336,5.455931663513184,5.671396255493164
28,2.488510847091675,0.19996288418769836,5.228157997131348,5.231980323791504
30,2.399376392364502,1.1308828592300415,5.011411190032959,5.137425422668457
32,2.094172954559326,0.49185216426849365,4.7743048667907715,4.799572944641113
34,1.91015625,0.05939631164073944,4.583469390869141,4.5838541984558105
36,1.8140650987625122,0.4797322154045105,4.441235542297363,4.46707010269165
38,1.672504186630249,0.08300120383501053,4.288432598114014,4.289236068725586
40,1.5993869304656982,0.9478845000267029,4.085923671722412,4.194431781768799
42,1.444165587425232,0.5418485403060913,3.9486987590789795,3.9857020378112793
44,1.3930472135543823,0.6465954184532166,3.860755443572998,3.9145267009735107
46,1.3509252071380615,0.9171204566955566,3.744204521179199,3.8548901081085205
48,1.1798111200332642,0.2325848639011383,3.5949723720550537,3.6024882793426514
50,1.1222020387649536,1.0706100463867188,3.346343755722046,3.513434410095215
52,1.0039381980895996,0.7389286756515503,3.2399542331695557,3.3231489658355713
54,0.9126065969467163,0.4885859787464142,3.130488157272339,3.168386459350586
56,0.7967130541801453,0.33830517530441284,2.9409849643707275,2.960378885269165
58,0.773913562297821,0.7549389600753784,2.8183534145355225,2.917712926864624
60,0.643304169178009,0.16433262825012207,2.655059337615967,2.6601402759552
62,0.5910154581069946,0.12100383639335632,2.5468664169311523,2.549739122390747
64,0.5383592247962952,0.34217551350593567,2.409329414367676,2.4335060119628906
66,0.5008565187454224,0.4341011941432953,2.3067245483398438,2.3472156524658203
68,0.4401651918888092,0.0448647178709507,2.199955463409424,2.2004129886627197
70,0.3993721902370453,0.4405897557735443,2.049139976501465,2.095970869064331
72,0.35541510581970215,0.2659134566783905,1.959299921989441,1.977262258529663
74,0.3710445165634155,0.802798330783844,1.853916049003601,2.0202696323394775
76,0.3328939974308014,0.6624131798744202,1.795283555984497,1.9135918617248535
78,0.27271002531051636,0.2900395393371582,1.707538366317749,1.7319960594177246
80,0.2324371337890625,0.04394328594207764,1.5983984470367432,1.5990023612976074
82,0.2111871987581253,0.09930722415447235,1.520919919013977,1.5241584777832031
84,0.20136474072933197,0.49577614665031433,1.4032882452011108,1.488291621208191
86,0.16514673829078674,0.3067147731781006,1.3124557733535767,1.3478182554244995
88,0.15019242465496063,0.28787145018577576,1.2526957988739014,1.2853468656539917
90,0.13797135651111603,0.17555689811706543,1.219370722770691,1.2319436073303223
92,0.1264306604862213,0.13025540113449097,1.1720796823501587,1.179295301437378
94,0.11566106230020523,0.11413197219371796,1.1221611499786377,1.1279501914978027
96,0.1035919114947319,0.05694974586367607,1.0659586191177368,1.0674787759780884
98,0.09639040380716324,0.09560654312372208,1.02525794506073,1.0297060012817383
100,0.08997572213411331,0.05810624733567238,0.9931548237800598,0.9948531985282898
