timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,103.71805049732794,112.44777956245046,3.0164602017198456,112.48823120964258
10,35.76417382012465,63.23116948565105,19.106240120235086,66.0547440087024
20,19.097547577447177,43.25684981823184,21.418350736027506,48.26904602795207
30,12.599180639566772,33.63215598172465,20.148898780034806,39.205867392867944
40,10.298950654638405,30.032546139026984,18.828652428495793,35.44674850907887
50,7.926462447814451,25.147742895471477,18.292606317762022,31.097080548394942
60,6.318264478496299,21.469980972490625,17.6030731242428,27.763794163920544
70,5.619891095172525,19.93861475860992,16.972871151304677,26.184474667463697
80,5.124681272743023,18.655858332553365,16.648425305425977,25.00422194899591
90,4.785185185769719,17.790286509907332,16.34925987802858,24.16180027779192
100,4.33063832612595,16.48994626564015,16.013105505918162,22.985601488483304
110,3.689526129506227,14.178103738373684,15.78301499028857,21.2160832341825
120,3.5732560925307606,13.838417114467038,15.634431715120913,20.879110213051533
130,3.4369923795338715,13.602100114304292,15.306728676747863,20.477135305094126
140,3.268589744888872,13.032431728895894,15.13022379570474,19.969174967345104
150,3.120739205255616,12.422216994109798,15.04721595486803,19.512308501076575
160,2.954198122991624,11.80126938943657,14.870851078634523,18.984524513534126
170,2.8741489202954593,11.531806425871975,14.753427019925367,18.72554854406263
180,2.7559867404513647,10.997031334264092,14.67295758081104,18.336585896373034
190,2.636032224236638,10.526371421663441,14.518658204188737,17.933095978019796
200,2.5305552877776902,9.950109444660164,14.481818502804225,17.57065010490159
210,2.4134471550922267,9.376078736916307,14.371141236533635,17.159270174493194
220,2.3195856921291274,8.921176748960207,14.26190940419849,16.82229040409639
230,2.2742997873890274,8.816486277420905,14.132733061284014,16.65726790507559
240,2.230023487849162,8.701601226905536,14.012316068570314,16.494328283309926
250,2.1732516387084737,8.376555807509543,13.963166285843336,16.28301875950629
260,2.1432594823074638,8.277621902573845,13.890955060021623,16.17027077205297
270,2.0620191799710796,7.829644423499224,13.793585761434162,15.86084297748615
280,2.007825344099955,7.517881607964632,13.72720467206713,15.651028463976242
290,1.9828115642975284,7.384308093778342,13.688498998080766,15.553231524165595
300,1.971145587954858,7.461009916108262,13.594597925728694,15.507409897545518
