timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,0.27191105484962463,4.139832496643066,4.004364490509033,5.759613513946533
10,0.2590421438217163,3.892606258392334,4.055953502655029,5.621667385101318
20,0.24655784666538239,3.7633934020996094,3.989603281021118,5.4845290184021
30,0.2061956226825714,3.2352848052978516,3.832597494125366,5.015562534332275
40,0.172636479139328,2.879685163497925,3.573382616043091,4.589297294616699
50,0.1615423858165741,2.7032246589660645,3.521470069885254,4.439388751983643
60,0.1351953148841858,2.356382131576538,3.3077621459960938,4.061259746551514
70,0.1292852759361267,2.266036033630371,3.2615766525268555,3.97149920463562
80,0.1137397363781929,2.0045130252838135,3.13977313041687,3.725083589553833
90,0.09308595955371857,1.6888747215270996,2.916194438934326,3.369938850402832
100,0.08678720891475677,1.6055988073349,2.8302109241485596,3.253926992416382
110,0.07586152106523514,1.3999205827713013,2.700986623764038,3.0422205924987793
120,0.06454023718833923,1.2315428256988525,2.521350860595703,2.806048631668091
130,0.057067397981882095,1.09413743019104,2.401059150695801,2.6386024951934814
140,0.052605289965867996,1.0163633823394775,2.320528268814087,2.533346652984619
150,0.052605289965867996,1.0163633823394775,2.320528268814087,2.533346652984619
160,0.05173754692077637,0.9932550191879272,2.307687997817993,2.5123655796051025
170,0.04615511745214462,0.873471200466156,2.206348419189453,2.3729569911956787
180,0.03336304426193237,0.6713984608650208,1.9025026559829712,2.017496347427368
190,0.03336304426193237,0.6713984608650208,1.9025026559829712,2.017496347427368
200,0.03336304426193237,0.6713984608650208,1.9025026559829712,2.017496347427368
210,0.03169402852654457,0.7211219072341919,1.8293867111206055,1.9663853645324707
220,0.031469907611608505,0.7031108736991882,1.8289240598678589,1.9594205617904663
230,0.026997307315468788,0.6089670062065125,1.7096288204193115,1.8148475885391235
240,0.023882318288087845,0.5461032390594482,1.6172243356704712,1.7069395780563354
250,0.02328065223991871,0.5215743780136108,1.60256028175354,1.6853010654449463
260,0.02328065223991871,0.5215743780136108,1.60256028175354,1.6853010654449463
270,0.023126984015107155,0.5091779828071594,1.6006965637207031,1.6797298192977905
280,0.023126984015107155,0.5091779828071594,1.6006965637207031,1.6797298192977905
290,0.016012748703360558,0.40848565101623535,1.3366730213165283,1.3976964950561523
300,0.009737133979797363,0.2376112937927246,1.0637065172195435,1.0899221897125244
