Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,SEED,LEARNING_RATE,BATCH_SIZE,MDP_MODULE_DISCOUNT
2,:,1612282854.817,5.298,0,636,0,0,3602412539,0.5,1,0.8
3,:,1612282854.822,5.312,0,636,0,0,1501843923,0.125,1,0.95
4,:,1612282854.827,5.328,0,636,0,0,733348321,1,1,0.8
1,:,1612282854.812,5.348,0,636,0,0,240309497,0.0625,1,0.9
6,:,1612282854.836,5.331,0,636,0,0,1111384852,1,1,0.8
18,:,1612282854.884,5.314,0,637,0,0,240309497,1,1,0.9
19,:,1612282854.889,5.38,0,637,0,0,4047805392,0.125,1,0.95
17,:,1612282854.878,5.398,0,637,0,0,4047805392,2,1,0.8
20,:,1612282854.893,5.39,0,637,0,0,4017802264,0.0625,1,0.9
22,:,1612282854.902,5.388,0,637,0,0,384799037,2,1,0.9
16,:,1612282854.873,5.432,0,637,0,0,4173556719,0.125,1,0.8
24,:,1612282854.911,5.415,0,637,0,0,733348321,2,1,0.8
5,:,1612282854.832,5.53,0,636,0,0,1111384852,0.0625,5,0.9
12,:,1612282854.861,5.524,0,637,0,0,991818103,0.5,5,0.9
7,:,1612282854.841,5.554,0,636,0,0,4173556719,0.5,5,0.9
15,:,1612282854.87,5.539,0,637,0,0,384799037,0.5,1,0.9
13,:,1612282854.864,5.569,0,637,0,0,1395720285,0.0625,1,0.95
25,:,1612282854.926,5.518,0,637,0,0,2390141961,2,5,0.9
29,:,1612282854.945,5.523,0,637,0,0,90715284,2,5,0.9
31,:,1612282854.958,5.538,0,637,0,0,3390822559,1,5,0.95
27,:,1612282854.935,5.59,0,637,0,0,90715284,0.0625,5,0.9
32,:,1612282854.986,5.56,0,637,0,0,1501843923,1,5,0.8
8,:,1612282854.845,5.764,0,636,0,0,240309497,0.25,25,0.9
9,:,1612282854.849,5.776,0,636,0,0,2390141961,0.0625,25,0.8
10,:,1612282854.853,5.792,0,637,0,0,384799037,2,25,0.9
23,:,1612282854.906,5.773,0,637,0,0,4017802264,2,25,0.8
26,:,1612282854.931,5.755,0,637,0,0,1953635580,0.5,25,0.8
21,:,1612282854.897,5.817,0,637,0,0,3390822559,0.0625,25,0.8
28,:,1612282854.94,5.793,0,637,0,0,107577988,1,25,0.8
14,:,1612282854.867,5.898,0,637,0,0,90715284,0.0625,25,0.9
11,:,1612282854.857,5.957,0,637,0,0,1501843923,0.125,5,0.8
30,:,1612282854.953,5.885,0,637,0,0,107577988,2,25,0.95
34,:,1612282860.154,5.312,0,637,0,0,4047805392,0.5,1,0.95
35,:,1612282860.161,5.312,0,637,0,0,2034693659,0.25,1,0.9
33,:,1612282860.134,5.47,0,637,0,0,4017802264,0.5,5,0.9
36,:,1612282860.167,5.445,0,637,0,0,4017802264,0.25,5,0.8
37,:,1612282860.198,5.427,0,637,0,0,2390141961,0.125,1,0.8
38,:,1612282860.206,5.427,0,637,0,0,1395720285,0.0625,5,0.8
