timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,0.12893941092969258,0.9527102175881129,3.8500586196479785,3.966183068571406
10,0.10232870734426396,0.6850666666526781,3.46623512737402,3.5332849157689226
20,0.08668572062850288,0.47136331154750055,3.217681548134359,3.252023664839687
30,0.07484158842747836,0.356865095627158,3.000553464225455,3.0217004795565625
40,0.06506109162269158,0.3008195123665849,2.801242724033014,2.817348607816997
50,0.06114665049247229,0.24265917312472227,2.7204793485303362,2.731280168727042
60,0.05708166402761582,0.10964329765310046,2.6366534392386276,2.6389321725594104
70,0.05447437053512643,0.0799727473972607,2.5767183712930595,2.5779591162944038
80,0.05189010834961065,0.06811964100062126,2.515144714159097,2.5160670139430903
90,0.04996031936993602,0.00340980702131132,2.4688352185490774,2.468837573258353
100,0.04845908415446158,0.01146459974016625,2.431435137896364,2.431462166443129
110,0.04554154948198638,0.0037038027832109618,2.3571286173323847,2.3571315272598468
120,0.043161859511140314,0.03976473066595323,2.2943769582512332,2.294721521309093
130,0.03926218634237653,0.02391874379845693,2.188473126968901,2.1886038320742145
140,0.038951832506277345,0.01993559374905906,2.1798454389859176,2.1799365967307023
150,0.038499323130045345,0.03594252444076538,2.166939213914954,2.167237278625839
160,0.0365531272757545,0.06641688125765963,2.110703751246502,2.1117484527381682
170,0.03643635323342869,0.08968120749960855,2.106464425405687,2.1083726175603545
180,0.03594600417812065,0.15557594032693192,2.088350697685163,2.094137653004386
190,0.03284018376231567,0.1255315178672264,1.9976847241305276,2.001624944639358
200,0.031655370174453815,0.16678239696472205,1.958095705869881,1.9651857828926418
210,0.031644481276880874,0.14693432145892954,1.9593460697275684,1.964847758931838
220,0.03176085331400115,0.20809236839871093,1.9574273091285803,1.9684572904455255
230,0.03190942611681153,0.2132392889771003,1.9614991694842865,1.973056001803042
240,0.03169958722637022,0.2327845884883295,1.9527316705014761,1.9665578154778889
250,0.03163933443185621,0.255476772740087,1.948006781116731,1.964687965221566
260,0.030616272857160225,0.21066917314179087,1.9211464775131806,1.9326627456888454
270,0.030462324050177826,0.19374935188035164,1.9180366844165517,1.9277975863979326
280,0.029910293605242534,0.18770474044951294,1.9010057207311002,1.9102501982304803
290,0.029791453106918442,0.17546555206845527,1.8983595863485299,1.9064514887728063
300,0.02646803532301554,0.16504734151138514,1.7893741041123625,1.7969697575106531
