timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,162.81620594073584,41.114663760527776,10.028094993907757,42.3199511501147
10,4.4285282731718905,5.426834568945004,4.388995051967394,6.979527992987118
20,1.5711721405299757,1.1681657316448764,3.9897722202201376,4.15726996306828
30,0.8908963178340493,1.2196818346789609,2.8830948160490153,3.1304727272689252
40,1.358788155452392,0.6508615034316206,3.8109118348929356,3.8660923048960316
50,1.691862101670435,1.245566164504759,4.13026004607648,4.313986916806168
60,1.6214079821817695,1.3714684943347695,3.9943162084450186,4.223208235926742
70,2.0351638482206647,0.7988874888652004,4.663537403148169,4.731469362727324
80,1.7545890213023263,1.090922232840384,4.255627793430734,4.393231069990012
90,1.3307571642856078,1.3077569742226622,3.5955667847383492,3.8260069010839075
100,1.6810349994389582,1.1368590806915704,4.147160043267881,4.3001610427783445
110,1.4199321670481468,0.6451255127648777,3.8991110410335157,3.9521201699252027
120,1.5861900185913584,0.7526385984408888,4.108725513421635,4.177091117572723
130,1.4088285662407913,0.9876304976022522,3.810734867299827,3.9366374266178874
140,1.3283431450837642,1.510258122742451,3.5115374123896013,3.8225351006787895
150,1.8995163258053755,1.3356839298479648,4.371570429880437,4.571069851124475
160,1.459678271183995,1.8371789330905568,3.5610721069408564,4.007051407584378
170,1.639922202683928,1.1475230540588803,4.089295180092358,4.2472513734794655
180,1.2080960289134628,1.6386905428248872,3.25633991206452,3.645415794946866
190,1.3736126962484967,1.2454291398492496,3.682206663992099,3.887124857620792
200,1.3406952068300668,1.1154911882244742,3.6746872906581163,3.840266563030584
210,1.2564023406866236,1.1358503286091293,3.5398121106283864,3.7175833208622047
220,1.7982303355897087,1.2056642013557366,4.2809937543818055,4.447531190614271
230,1.2078086928478258,1.540625694225933,3.303387366267683,3.644982252539247
240,1.2036969041210581,1.8297094708392028,3.14528682279581,3.6387725877459887
250,1.303557644427475,1.3795984872674907,3.5264489366261182,3.786704911754047
260,1.9290200595439613,0.3715777793754489,4.591421414862503,4.606432530167306
270,2.0898671746488313,0.8745709893785963,4.7141981826896595,4.794636474346845
280,1.9643571608203159,0.5607756836709568,4.614483654931161,4.648432936917932
290,1.3903726648037265,1.3913676152014012,3.654886519744458,3.9107671003066637
300,1.8124863868012793,0.5716562265620323,4.428381127844229,4.465126006599822
