timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,363.44420801385445,536.9491995063933,274.0980940526552,602.8633410764453
10,799.7592469309345,854.8588537699314,262.63203738708734,894.2925958157847
20,6372745932.3307295,1927121.6824740346,1630628.0855146507,2524429.8232136955
30,1.4832336956119088e+28,3449439473351859.0,1712805965601808.0,3851277314881270.0
40,1.1639280765422735e+48,3.267637539144317e+25,9.80727117090998e+24,3.4116390145240653e+25
50,1.6126989262928064e+69,1.2531273066487528e+36,2.0584188015088025e+35,1.2699208346557695e+36
60,2.2599998287961498e+92,4.644177876447429e+47,1.0156821057189925e+47,4.753945549536879e+47
70,3.440471770169541e+115,1.8344854912967918e+59,2.741071914253758e+58,1.8548508754532104e+59
80,2.8587918333365687e+139,1.6754924295102167e+71,2.2697346098282387e+70,1.6907962128348195e+71
90,8.771169828451011e+163,2.8901992121756784e+83,6.464660411731563e+82,2.9616160839060503e+83
100,6.130774675298744e+188,7.772821590913041e+95,9.439233384250555e+94,7.829926356804862e+95
110,7.709399085900989e+213,2.7658482402336e+108,2.438905449124427e+107,2.7765804663112124e+108
120,2.1474857341741245e+239,1.4594902962447193e+121,1.3180974676260381e+120,1.4654302215302251e+121
130,3.7730951294005605e+264,6.123392280171438e+133,4.847868368081488e+132,6.142552506410149e+133
140,1.5398677943124355e+290,3.8963421607518907e+146,4.6604260478161093e+145,3.9241149248109892e+146
150,,,,
160,,,,
170,,,,
180,,,,
190,,,,
200,,,,
210,,,,
220,,,,
230,,,,
240,,,,
250,,,,
260,,,,
270,,,,
280,,,,
290,,,,
300,,,,
