timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,0.17680767178535461,2.638881206512451,3.821890115737915,4.6444091796875
10,0.17336085438728333,2.6144275665283203,3.78348970413208,4.5989155769348145
20,0.16971968114376068,2.5889923572540283,3.7420480251312256,4.550363063812256
30,0.1659124195575714,2.56168270111084,3.69852614402771,4.499034881591797
40,0.16235436499118805,2.535799980163574,3.6574511528015137,4.450531959533691
50,0.15876996517181396,2.5063602924346924,3.6177475452423096,4.401128768920898
60,0.15534640848636627,2.484626293182373,3.5747575759887695,4.353419780731201
70,0.15250007808208466,2.4612159729003906,3.5422351360321045,4.313352584838867
80,0.1493115872144699,2.436133623123169,3.5044639110565186,4.268022537231445
90,0.14622287452220917,2.413534164428711,3.466128349304199,4.223646640777588
100,0.1435002088546753,2.3873727321624756,3.4362008571624756,4.184139728546143
110,0.1403992474079132,2.3621246814727783,3.398393392562866,4.1386847496032715
120,0.13738982379436493,2.336902141571045,3.3616137504577637,4.094088077545166
130,0.13467401266098022,2.313490390777588,3.328362226486206,4.053421974182129
140,0.13140253722667694,2.2878031730651855,3.285888910293579,4.003887176513672
150,0.12878210842609406,2.2633109092712402,3.2540502548217773,3.9637632369995117
160,0.12609444558620453,2.240328073501587,3.2193872928619385,3.9221835136413574
170,0.12334341555833817,2.215303897857666,3.184387445449829,3.879161834716797
180,0.12083373218774796,2.193190574645996,3.151448965072632,3.839494228363037
190,0.11857590079307556,2.172717332839966,3.1217875480651855,3.8034539222717285
200,0.11629780381917953,2.15441632270813,3.0897932052612305,3.766740322113037
210,0.11403270065784454,2.1320199966430664,3.0604705810546875,3.7298779487609863
220,0.11145675182342529,2.1101279258728027,3.0240840911865234,3.687509298324585
230,0.10920960456132889,2.0879673957824707,2.993987798690796,3.650146961212158
240,0.10680316388607025,2.0650746822357178,2.960651397705078,3.6097073554992676
250,0.10480421036481857,2.045549154281616,2.932889938354492,3.575767755508423
260,0.10252197086811066,2.026125192642212,2.8987061977386475,3.5366199016571045
270,0.10035499930381775,2.001207113265991,2.8702754974365234,3.499044179916382
280,0.09837476909160614,1.9818202257156372,2.8414978981018066,3.4643502235412598
290,0.09636104851961136,1.9599335193634033,2.813309669494629,3.4287095069885254
300,0.09448622912168503,1.9421137571334839,2.7848727703094482,3.395190954208374
