timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,0.15351717174053192,2.5228610038757324,3.5162861347198486,4.327712535858154
10,0.07541313022375107,0.6864728331565857,2.954514980316162,3.0332164764404297
20,0.0497484989464283,0.23949459195137024,2.4519295692443848,2.4635984897613525
30,0.03440508991479874,0.16422443091869354,2.042168378829956,2.0487608909606934
40,0.022411340847611427,0.1217094287276268,1.6490514278411865,1.6535367965698242
50,0.015125120989978313,0.05209445208311081,1.3574060201644897,1.3584052324295044
60,0.010692496784031391,0.0478438101708889,1.1411378383636475,1.1421403884887695
70,0.007310911547392607,0.07523933053016663,0.9414193034172058,0.944421112537384
80,0.004895277786999941,0.044347405433654785,0.7715291976928711,0.7728026509284973
90,0.0034974513109773397,0.006810193881392479,0.6531789302825928,0.6532144546508789
100,0.002599437953904271,0.016987474635243416,0.562887966632843,0.5631442666053772
110,0.0018008220940828323,0.003370765596628189,0.4687098562717438,0.46872198581695557
120,0.001223558560013771,0.015627190470695496,0.3860439658164978,0.38636013865470886
130,0.0008475703652948141,0.012146785855293274,0.3213348090648651,0.32156428694725037
140,0.0005851041059941053,0.0010058715706691146,0.26717352867126465,0.2671754062175751
150,0.0004072231240570545,0.0029709292575716972,0.22287306189537048,0.2228928506374359
160,0.00027779408264905214,0.0010482512880116701,0.18409176170825958,0.18409475684165955
170,0.0002032631600741297,0.0022891489788889885,0.15745750069618225,0.15747414529323578
180,0.0001524745748611167,0.0016961831133812666,0.1363782286643982,0.13638877868652344
190,0.00010120587103301659,0.009659498929977417,0.11069692671298981,0.11111757904291153
200,7.095147157087922e-05,0.0026420236099511385,0.09300053864717484,0.09303805977106094
210,4.955413533025421e-05,0.0026679651346057653,0.0777077004313469,0.07775349169969559
220,3.765504516195506e-05,0.003445221111178398,0.06769081205129623,0.06777843087911606
230,2.706935629248619e-05,0.00025391639792360365,0.05746648833155632,0.05746704712510109
240,2.0410296201589517e-05,0.004230153746902943,0.04972084239125252,0.049900464713573456
250,1.5241144865285605e-05,0.002041399711742997,0.043072640895843506,0.04312099143862724
260,1.0802953511301894e-05,0.0010063694790005684,0.036289770156145096,0.036303725093603134
270,6.6713200794765726e-06,0.0005861693061888218,0.028522927314043045,0.028528951108455658
280,4.847967829846311e-06,0.000998830539174378,0.024299267679452896,0.024319788441061974
290,3.2753800951468293e-06,0.00028499250765889883,0.01998787559568882,0.01998990774154663
300,2.0830250377912307e-06,0.00035547197330743074,0.01593746244907379,0.015941426157951355
