Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,SEED,LEARNING_RATE,BATCH_SIZE,MDP_MODULE_DISCOUNT
4,:,1612293850.487,4.332,0,631,0,0,4047805392,2,1,0.8
3,:,1612293850.482,4.369,0,631,0,0,2182315642,2,1,0.8
2,:,1612293850.478,4.448,0,631,0,0,1953635580,0.25,1,0.8
1,:,1612293850.473,4.467,0,631,0,0,107577988,2,1,0.9
6,:,1612293850.497,4.453,0,631,0,0,240309497,2,1,0.9
9,:,1612293850.511,4.447,0,631,0,0,2034693659,0.5,1,0.95
10,:,1612293850.515,4.453,0,632,0,0,4017802264,0.125,1,0.95
19,:,1612293850.55,4.43,0,632,0,0,2182315642,1,1,0.9
8,:,1612293850.506,4.484,0,631,0,0,991818103,0.5,1,0.9
15,:,1612293850.532,4.503,0,632,0,0,2289609983,0.5,5,0.9
28,:,1612293850.592,4.476,0,632,0,0,4017802264,0.5,1,0.95
12,:,1612293850.523,4.552,0,632,0,0,1111384852,0.125,1,0.8
7,:,1612293850.502,4.584,0,631,0,0,1501843923,0.125,5,0.9
21,:,1612293850.559,4.536,0,632,0,0,1953635580,0.125,5,0.9
29,:,1612293850.597,4.506,0,632,0,0,240309497,0.25,1,0.95
14,:,1612293850.529,4.593,0,632,0,0,3602412539,1,5,0.95
31,:,1612293850.618,4.536,0,632,0,0,2289609983,0.125,1,0.95
20,:,1612293850.555,4.631,0,632,0,0,2390141961,0.25,5,0.8
13,:,1612293850.526,4.674,0,632,0,0,4017802264,0.5,5,0.8
22,:,1612293850.563,4.644,0,632,0,0,3390822559,1,1,0.9
23,:,1612293850.568,4.648,0,632,0,0,4047805392,0.5,5,0.8
32,:,1612293850.633,4.594,0,632,0,0,4173556719,2,5,0.8
25,:,1612293850.576,4.687,0,632,0,0,3543305936,0.125,5,0.8
5,:,1612293850.492,4.786,0,631,0,0,991818103,2,25,0.95
16,:,1612293850.536,4.763,0,632,0,0,4047805392,1,25,0.95
18,:,1612293850.545,4.776,0,632,0,0,991818103,1,25,0.9
27,:,1612293850.585,4.749,0,632,0,0,2034693659,2,5,0.95
17,:,1612293850.541,4.822,0,632,0,0,3602412539,2,25,0.95
24,:,1612293850.572,4.825,0,632,0,0,240309497,1,25,0.9
