Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,SEED,LEARNING_RATE,BATCH_SIZE,MDP_MODULE_DISCOUNT
11,:,1612269443.481,29.838,0,228,0,0,1111384852,0.5,1,0.8
9,:,1612269443.471,29.921,0,227,0,0,3543305936,1,5,0.8
13,:,1612269443.489,30.473,0,228,0,0,240309497,0.5,5,0.8
12,:,1612269443.485,30.953,0,228,0,0,3390822559,0.5,5,0.95
16,:,1612269443.505,31.034,0,228,0,0,1111384852,2,25,0.95
10,:,1612269443.476,31.546,0,228,0,0,1501843923,1,1,0.95
14,:,1612269443.493,32.075,0,228,0,0,4047805392,2,25,0.9
15,:,1612269443.501,32.164,0,228,0,0,1953635580,2,1,0.9
3,:,1612269443.443,45.766,0,227,0,0,1501843923,1,5,0.8
8,:,1612269443.466,46.073,0,227,0,0,2390141961,1,5,0.9
18,:,1612269443.516,46.095,0,228,0,0,3390822559,0.125,5,0.8
24,:,1612269443.551,46.357,0,228,0,0,3543305936,0.5,5,0.8
2,:,1612269443.438,46.921,0,227,0,0,733348321,0.5,25,0.8
4,:,1612269443.448,46.967,0,227,0,0,1501843923,0.5,5,0.8
1,:,1612269443.433,48.049,0,227,0,0,240309497,0.25,1,0.9
7,:,1612269443.462,48.652,0,227,0,0,2390141961,2,5,0.95
20,:,1612269443.529,49.078,0,228,0,0,2390141961,1,5,0.95
6,:,1612269443.457,49.18,0,227,0,0,240309497,0.5,5,0.9
23,:,1612269443.546,49.26,0,228,0,0,90715284,0.25,25,0.9
17,:,1612269443.511,49.532,0,228,0,0,3602412539,1,25,0.95
21,:,1612269443.534,49.722,0,228,0,0,1395720285,2,5,0.95
5,:,1612269443.453,49.898,0,227,0,0,107577988,0.125,25,0.9
19,:,1612269443.523,49.927,0,228,0,0,4017802264,1,1,0.9
22,:,1612269443.541,52.532,0,228,0,0,4173556719,1,1,0.95
26,:,1612269473.398,29.864,0,228,0,0,2182315642,0.25,1,0.9
28,:,1612269474.443,30.254,0,228,0,0,3602412539,2,5,0.95
29,:,1612269474.545,30.273,0,228,0,0,107577988,1,25,0.8
25,:,1612269473.323,31.713,0,228,0,0,4017802264,0.25,25,0.8
27,:,1612269473.967,31.131,0,228,0,0,4047805392,0.125,5,0.95
32,:,1612269475.67,30.567,0,228,0,0,2289609983,2,5,0.8
31,:,1612269475.572,30.708,0,228,0,0,2289609983,0.125,25,0.9
30,:,1612269475.045,31.544,0,228,0,0,4173556719,0.5,25,0.9
56,:,1612269506.594,22.463,0,150,-1,15,240309497,0.125,25,0.9
55,:,1612269506.286,24.997,0,150,-1,15,2390141961,2,25,0.8
54,:,1612269506.243,27.236,0,150,-1,15,240309497,2,25,0.9
52,:,1612269505.042,29.493,0,228,0,0,1501843923,0.125,5,0.8
49,:,1612269503.266,31.766,0,228,0,0,2390141961,0.5,1,0.95
50,:,1612269504.704,30.924,0,228,0,0,1111384852,0.125,25,0.95
53,:,1612269505.105,30.823,0,228,0,0,991818103,0.5,25,0.9
51,:,1612269504.826,31.641,0,228,0,0,4047805392,0.25,25,0.95
37,:,1612269490.367,46.326,0,228,0,0,733348321,0.125,1,0.8
33,:,1612269489.54,48.227,0,228,0,0,3543305936,0.25,25,0.9
38,:,1612269490.423,48.855,0,228,0,0,3543305936,2,25,0.8
34,:,1612269489.546,49.757,0,228,0,0,2034693659,2,25,0.8
36,:,1612269489.915,50.044,0,228,0,0,4047805392,0.125,5,0.9
39,:,1612269491.489,48.917,0,228,0,0,240309497,0.25,25,0.8
46,:,1612269493.358,47.342,0,228,0,0,733348321,0.25,5,0.9
35,:,1612269489.618,51.126,0,228,0,0,4017802264,2,1,0.95
44,:,1612269493.05,47.735,0,228,0,0,2182315642,0.5,1,0.8
42,:,1612269492.645,48.242,0,228,0,0,1111384852,0.25,1,0.9
47,:,1612269493.47,48.055,0,228,0,0,1501843923,2,5,0.9
45,:,1612269493.262,49.072,0,228,0,0,240309497,0.5,25,0.9
41,:,1612269492.615,50.18,0,228,0,0,4017802264,0.5,25,0.8
40,:,1612269492.121,50.984,0,228,0,0,1953635580,0.5,25,0.9
43,:,1612269492.813,50.299,0,228,0,0,733348321,1,1,0.95
48,:,1612269496.08,48.236,0,228,0,0,2390141961,1,25,0.9
57,:,1612269534.526,30.5,0,228,0,0,2034693659,2,1,0.8
59,:,1612269534.535,30.761,0,228,0,0,2182315642,2,5,0.8
