timestep,mse,res_ones_norm,res_ortho_norm,residual_norm
0,107.5090560913086,32.80165100097656,10.327226638793945,34.388946533203125
2,89.3257064819336,29.848392486572266,9.573734283447266,31.346176147460938
4,77.46300506591797,27.46161460876465,9.897112846374512,29.190631866455078
6,62.66548538208008,24.861957550048828,8.438217163085938,26.25490951538086
8,52.37418746948242,22.683839797973633,7.845992565155029,24.002416610717773
10,42.362667083740234,20.518699645996094,6.706140995025635,21.5867862701416
12,35.441402435302734,18.730337142944336,6.2473978996276855,19.7447566986084
14,29.229381561279297,17.0471134185791,5.560506343841553,17.931068420410156
16,24.711929321289062,15.589558601379395,5.366274356842041,16.4873046875
18,20.13956069946289,14.130677223205566,4.67537784576416,14.88405704498291
20,17.20732879638672,12.95620346069336,4.6278910636901855,13.757928848266602
22,14.385616302490234,11.82267951965332,4.297216415405273,12.579419136047363
24,11.823718070983887,10.733259201049805,3.854617118835449,11.404424667358398
26,10.142830848693848,9.84467601776123,3.8279900550842285,10.562724113464355
28,8.615026473999023,9.001323699951172,3.7069504261016846,9.734746932983398
30,7.008166313171387,8.147645950317383,3.2719573974609375,8.780081748962402
32,6.020452976226807,7.483249664306641,3.1978063583374023,8.137873649597168
34,5.020728588104248,6.827767848968506,2.9342126846313477,7.431555271148682
36,4.133486747741699,6.204324722290039,2.640967607498169,6.743022441864014
38,3.3923490047454834,5.639880180358887,2.3468267917633057,6.108669281005859
40,2.759953260421753,5.116024017333984,2.0459203720092773,5.509944438934326
42,2.2766733169555664,4.647336483001709,1.8562530279159546,5.00433874130249
44,1.9209498167037964,4.246349811553955,1.7603877782821655,4.5967864990234375
46,1.55988347530365,3.8473353385925293,1.5351648330688477,4.142308235168457
48,1.2872759103775024,3.4984171390533447,1.386042833328247,3.762982130050659
50,1.0401296615600586,3.1713638305664062,1.1763840913772583,3.3825178146362305
52,0.8221310973167419,2.8564798831939697,0.9401952028274536,3.0072314739227295
54,0.667384922504425,2.5852959156036377,0.8108515739440918,2.7094712257385254
56,0.5596003532409668,2.361166000366211,0.7619051933288574,2.481048822402954
58,0.48793667554855347,2.1745407581329346,0.7991724014282227,2.316744089126587
60,0.41032856702804565,1.9878566265106201,0.7496939897537231,2.1245267391204834
62,0.324127197265625,1.7890411615371704,0.6039298176765442,1.8882263898849487
64,0.27035579085350037,1.6317524909973145,0.5579409599304199,1.7245038747787476
66,0.2250290811061859,1.48866605758667,0.5091104507446289,1.573314905166626
68,0.19404642283916473,1.3689205646514893,0.5104579329490662,1.460996389389038
70,0.16265082359313965,1.2493963241577148,0.4776694178581238,1.3375945091247559
72,0.13238489627838135,1.1317301988601685,0.41883230209350586,1.2067451477050781
74,0.1104646548628807,1.031239628791809,0.38943055272102356,1.1023207902908325
76,0.09091810882091522,0.9375159740447998,0.3480851352214813,1.0000495910644531
78,0.07570274919271469,0.8547676205635071,0.31953513622283936,0.9125405550003052
80,0.06190996989607811,0.776318371295929,0.2798920273780823,0.8252331018447876
82,0.05209561437368393,0.7090901136398315,0.2650339901447296,0.7570018172264099
84,0.04388698562979698,0.6479830741882324,0.25074854493141174,0.6948070526123047
86,0.03555252030491829,0.5859315991401672,0.21854518353939056,0.6253620982170105
88,0.029178909957408905,0.5319809317588806,0.19484445452690125,0.5665403604507446
90,0.024261673912405968,0.48432430624961853,0.1797453910112381,0.5166027545928955
92,0.02054426819086075,0.4427483379840851,0.1730920970439911,0.4753808379173279
94,0.016628054901957512,0.40061789751052856,0.14971283078193665,0.4276781380176544
96,0.013689583167433739,0.3638472259044647,0.1349097043275833,0.38805335760116577
98,0.011397412046790123,0.33169108629226685,0.1239054873585701,0.35407841205596924
100,0.00950742419809103,0.30257299542427063,0.11415456235408783,0.3233908712863922
